"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","4","0.2%","","0","","1","","1","","3","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","453","23.3%","","92","","124","","216","","234","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","170","8.5%","","27","","30","","57","","112","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","751","93.5%","51.0%","131","","208","","339","","412","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","870","95.4%","55.1%","138","","245","","383","","487","",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","32","","","5","","12","","17","","15","",""
"Treasure Map","","R","2679","1.66","1645","1.63","694","90.4%","54.3%","123","","198","","321","","371","",""
"Cavern of Souls","","M","2237","2.67","410","3.19","41","","","4","","17","","21","","20","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","612","31.7%","52.8%","106","","177","","283","","328","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","124","","","12","","37","","49","","75","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","648","34.7%","49.4%","101","","198","","299","","349","",""
"Hidden Cataract","","B","75483","6.50","13323","8.97","361","16.5%","","55","","98","","153","","206","",""
"Hidden Nursery","","B","72351","6.01","8891","8.61","246","21.4%","","43","","58","","101","","143","",""
"Hidden Volcano","","B","73167","6.00","11580","8.50","363","24.8%","","54","","104","","158","","205","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","906","51.8%","47.5%","131","","239","","370","","536","47.2%",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","241","41.6%","","40","","72","","112","","128","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","172","33.1%","","29","","37","","66","","106","",""
"Restless Reef","","R","4674","2.73","1439","3.00","200","39.4%","","41","","45","","86","","113","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","5","","","1","","1","","2","","3","",""
"Restless Vents","","R","5175","2.99","1324","3.49","211","39.6%","","48","","52","","100","","111","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","483","86.3%","","70","","127","","197","","284","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","619","32.1%","48.3%","92","","143","","235","","383","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","0","","","0","","0","","0","","0","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","58","","","11","","13","","24","","34","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","724","96.4%","53.7%","120","","171","","291","","433","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","28","","","6","","7","","13","","15","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","410","","","62","","119","","181","","230","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","1002","18.3%","52.2%","186","","245","","431","","571","50.4%",""
