"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","8","","","3","","1","","4","","4","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","129","","","23","","29","","52","","77","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","0","","","0","","0","","0","","0","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","431","81.2%","","78","","113","","191","","240","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","232","","","36","","56","","92","","139","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","51","","","2","","17","","19","","32","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","0","","","0","","0","","0","","0","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","50","","","6","","9","","15","","35","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","251","19.7%","","43","","68","","111","","141","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","165","","","27","","47","","74","","91","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","2","","","0","","1","","1","","1","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","1031","27.1%","53.9%","173","","244","","417","","614","55.9%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","18","1.2%","","4","","4","","8","","10","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","236","6.8%","","30","","53","","83","","153","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","413","26.4%","","63","","114","","177","","236","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","243","8.3%","","39","","56","","95","","148","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","265","52.9%","","34","","62","","96","","169","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","58","","","9","","13","","22","","36","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","553","98.4%","54.6%","97","","143","","240","","312","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","0","0.0%","","0","","0","","0","","0","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","276","22.3%","","53","","67","","120","","156","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","90","6.5%","","18","","21","","39","","51","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","386","","","64","","96","","160","","224","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","595","95.5%","55.8%","100","","166","","266","","331","",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","105","","","19","","23","","42","","63","",""
"Treasure Map","","R","2679","1.66","1645","1.63","480","89.9%","","79","","115","","194","","286","",""
"Cavern of Souls","","M","2237","2.67","410","3.19","30","","","11","","5","","16","","14","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","612","39.7%","54.6%","96","","171","","267","","345","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","80","","","12","","23","","35","","45","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","506","34.6%","50.8%","80","","127","","207","","299","",""
"Hidden Cataract","","B","75483","6.50","13323","8.97","261","16.4%","","42","","70","","112","","148","",""
"Hidden Courtyard","","B","75203","6.38","11993","8.93","239","17.9%","","45","","63","","108","","131","",""
"Hidden Nursery","","B","72351","6.01","8891","8.61","259","24.1%","","44","","73","","117","","141","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","732","58.2%","47.7%","102","","191","","293","","438","",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","0","","","0","","0","","0","","0","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","13","","","2","","2","","4","","9","",""
"Restless Reef","","R","4674","2.73","1439","3.00","114","","","16","","29","","45","","68","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","104","","","12","","35","","47","","57","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","365","","","81","","87","","168","","197","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","341","26.0%","","55","","99","","154","","187","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","0","","","0","","0","","0","","0","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","41","","","11","","9","","20","","21","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","618","97.9%","53.7%","105","","172","","277","","343","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","964","94.7%","54.5%","161","","221","","382","","582","52.2%",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","34","","","4","","7","","11","","23","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","278","","","48","","54","","102","","176","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","677","18.1%","49.9%","120","","176","","296","","380","",""
