"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","22","","","3","","2","","5","","17","",""
"Unlucky Drop","U","C","91237","8.18","16587","10.54","32","2.1%","","2","","6","","8","","24","",""
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","1","0.1%","","0","","0","","0","","1","",""
"Waterwind Scout","U","C","57094","4.04","20442","4.69","57","5.5%","","14","","16","","30","","27","",""
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","5","0.5%","","0","","1","","1","","4","",""
"Zoetic Glyph","U","U","20208","3.75","8636","3.97","32","","","7","","12","","19","","13","",""
"Abyssal Gorestalker","B","U","30007","6.03","3225","8.90","0","","","0","","0","","0","","0","",""
"Aclazotz, Deepest Betrayal","B","M","983","1.19","794","1.16","30","","","8","","8","","16","","12","",""
"Another Chance","B","C","84921","6.85","11257","9.57","19","1.8%","","1","","6","","7","","12","",""
"Bitter Triumph","B","U","14137","2.58","4622","2.95","74","","","11","","14","","25","","49","",""
"Bloodthorn Flail","B","U","35000","7.64","4047","11.06","0","0.0%","","0","","0","","0","","0","",""
"Bringer of the Last Gift","B","R","4315","2.75","1172","2.87","15","","","1","","5","","6","","9","",""
"Broodrage Mycoid","B","C","77334","5.88","9316","8.46","19","3.0%","","2","","3","","5","","14","",""
"Canonized in Blood","B","U","27546","5.52","2796","8.24","3","","","2","","0","","2","","1","",""
"Chupacabra Echo","B","U","13942","2.51","5113","2.84","15","","","0","","4","","4","","11","",""
"Corpses of the Lost","B","R","3423","2.13","1618","2.10","40","","","8","","9","","17","","23","",""
"Dead Weight","B","C","61248","4.32","12804","5.54","40","5.6%","","9","","8","","17","","23","",""
"Deathcap Marionette","B","C","74771","5.54","11313","7.55","0","0.0%","","0","","0","","0","","0","",""
"Deep Goblin Skulltaker","B","C","78492","6.08","8548","8.86","0","0.0%","","0","","0","","0","","0","",""
"Deep-Cavern Bat","B","U","17360","3.16","5507","3.67","0","","","0","","0","","0","","0","",""
"Echo of Dusk","B","C","78796","5.93","9761","8.45","8","1.5%","","1","","1","","2","","6","",""
"Fanatical Offering","B","C","80284","6.29","10891","8.78","0","0.0%","","0","","0","","0","","0","",""
"Gargantuan Leech","B","U","31050","6.32","3704","8.92","153","25.3%","","19","","33","","52","","99","",""
"Grasping Shadows","B","U","30300","4.74","4878","6.31","31","","","2","","4","","6","","25","",""
"Greedy Freebooter","B","C","82951","6.75","9268","9.83","5","0.8%","","0","","0","","0","","5","",""
"Join the Dead","B","C","44708","3.17","11930","3.82","2","0.3%","","0","","1","","1","","1","",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","0","","","0","","0","","0","","0","",""
"Mephitic Draught","B","C","84205","6.83","11002","9.51","0","0.0%","","0","","0","","0","","0","",""
"Preacher of the Schism","B","R","2553","1.50","1650","1.45","74","","","12","","17","","29","","42","",""
"Primordial Gnawer","B","C","88475","7.55","9451","11.01","10","1.0%","","3","","3","","6","","4","",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","0","","","0","","0","","0","","0","",""
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","23","3.4%","","10","","2","","12","","11","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","64","7.8%","","11","","13","","24","","39","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","4","0.8%","","0","","0","","0","","4","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","0","0.0%","","0","","0","","0","","0","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","12","","","1","","2","","3","","8","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","1","","","0","","0","","0","","1","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","0","","","0","","0","","0","","0","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","0","","","0","","0","","0","","0","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","9","","","0","","1","","1","","8","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","26","","","4","","4","","8","","18","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","0","","","0","","0","","0","","0","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","20","3.8%","","6","","4","","10","","10","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","0","","","0","","0","","0","","0","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","8","1.0%","","3","","0","","3","","5","",""
"Abrade","R","C","40002","2.81","16888","3.25","270","35.2%","","52","","57","","109","","161","",""
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","1","0.1%","","0","","0","","0","","1","",""
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","2","","","0","","1","","1","","1","",""
"Bonehoard Dracosaur","R","M","970","1.15","877","1.13","24","","","2","","8","","10","","14","",""
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","15","","","3","","3","","6","","9","",""
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","0","0.0%","","0","","0","","0","","0","",""
"Breeches, Eager Pillager","R","R","2399","1.48","1819","1.44","21","","","3","","8","","11","","10","",""
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","3","0.3%","","0","","0","","0","","3","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","150","15.3%","","27","","40","","67","","80","",""
"Child of the Volcano","R","C","88792","7.48","9910","11.01","0","0.0%","","0","","0","","0","","0","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","18","","","4","","5","","9","","9","",""
"Daring Discovery","R","C","91769","8.51","11186","12.02","0","0.0%","","0","","0","","0","","0","",""
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","28","","","3","","7","","10","","18","",""
"Dinotomaton","R","C","74435","5.46","11905","7.65","18","2.3%","","4","","2","","6","","12","",""
"Dire Flail","R","R","3681","2.22","2095","2.15","9","","","2","","2","","4","","5","",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","0","","","0","","0","","0","","0","",""
"Dreadmaw's Ire","R","U","21998","3.93","6540","4.77","0","","","0","","0","","0","","0","",""
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","9","","","2","","4","","6","","3","",""
"Etali's Favor","R","C","82257","6.48","14326","8.55","33","2.9%","","7","","12","","19","","14","",""
"Geological Appraiser","R","U","15802","2.87","6606","3.23","5","","","1","","1","","2","","3","",""
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","0","0.0%","","0","","0","","0","","0","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","27","","","4","","10","","14","","13","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","0","","","0","","0","","0","","0","",""
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","0","0.0%","","0","","0","","0","","0","",""
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","10","1.4%","","0","","2","","2","","8","",""
"Inti, Seneschal of the Sun","R","R","2529","1.54","1837","1.52","47","","","4","","15","","19","","28","",""
"Magmatic Galleon","R","R","2629","1.61","1895","1.57","13","","","3","","4","","7","","6","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","0","","","0","","0","","0","","0","",""
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","30","4.3%","","5","","4","","9","","21","",""
"Plundering Pirate","R","C","69091","4.85","16068","6.27","9","1.2%","","2","","3","","5","","4","",""
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","9","","","0","","2","","2","","7","",""
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","44","","","5","","14","","19","","25","",""
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","96","13.0%","","24","","26","","50","","46","",""
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","13","","","0","","3","","3","","10","",""
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","3","","","0","","2","","2","","1","",""
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","112","12.8%","","9","","29","","38","","74","",""
"Sunfire Torch","R","C","80059","6.14","17467","7.81","0","0.0%","","0","","0","","0","","0","",""
"Sunshot Militia","R","C","80799","6.32","17149","8.07","0","0.0%","","0","","0","","0","","0","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","0","0.0%","","0","","0","","0","","0","",""
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","42","","","2","","16","","18","","24","",""
"Trumpeting Carnosaur","R","R","2164","1.30","1751","1.28","43","","","12","","9","","21","","22","",""
"Volatile Wanderglyph","R","C","77861","5.65","16313","7.37","7","0.8%","","3","","1","","4","","3","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","0","0.0%","","0","","0","","0","","0","",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","209","5.0%","","30","","46","","76","","133","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","194","","","32","","38","","70","","121","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","841","47.5%","52.1%","150","","186","","336","","504","52.8%",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","236","","","31","","50","","81","","155","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","582","99.8%","60.7%","87","","139","","226","","350","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","786","98.4%","52.9%","130","","175","","305","","479","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","628","13.5%","55.1%","103","","145","","248","","379","",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","876","100.0%","56.3%","158","","189","","347","","524","55.5%",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","775","47.9%","53.7%","125","","172","","297","","477","",""
"Jadelight Spelunker","G","R","2838","1.75","1461","1.69","1058","100.0%","55.8%","176","","251","","427","","621","53.1%",""
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","1110","25.2%","53.4%","188","","267","","455","","650","54.3%",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","615","100.0%","56.3%","112","","162","","274","","341","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","954","100.0%","58.8%","166","","225","","391","","556","55.6%",""
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","454","","","86","","99","","185","","269","",""
"Spelunking","G","U","32683","6.90","3186","10.39","249","16.8%","","33","","52","","85","","163","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","108","","","10","","21","","31","","74","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","107","16.8%","","11","","26","","37","","69","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","23","","","6","","4","","10","","12","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","2","","","0","","0","","0","","2","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","316","","","56","","65","","121","","192","",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","10","1.3%","","1","","2","","3","","7","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","6","","","2","","3","","5","","1","",""
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","478","47.9%","","66","","122","","188","","287","",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","0","","","0","","0","","0","","0","",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","293","","","43","","74","","117","","178","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","129","","","14","","30","","44","","77","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","290","34.7%","","37","","80","","117","","170","",""
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","400","30.5%","","69","","102","","171","","226","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","0","","","0","","0","","0","","0","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","31","","","4","","8","","12","","19","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","146","16.2%","","20","","26","","46","","100","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","451","88.1%","","82","","116","","198","","246","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","160","","","27","","49","","76","","84","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","0","","","0","","0","","0","","0","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","23","","","5","","3","","8","","15","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","9","","","0","","2","","2","","6","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","21","","","4","","8","","12","","9","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","0","","","0","","0","","0","","0","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","0","","","0","","0","","0","","0","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","595","24.6%","52.9%","98","","131","","229","","366","",""
"Careening Mine Cart","","U","23402","3.97","6787","4.95","1176","72.5%","57.6%","197","","242","","439","","738","58.3%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","33","2.7%","","9","","8","","17","","16","",""
"Digsite Conservator","","U","27149","4.49","5802","6.10","1269","75.2%","55.8%","208","","291","","499","","763","55.0%",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","165","6.5%","","23","","41","","64","","101","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","316","28.7%","","53","","84","","137","","178","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","681","22.2%","54.8%","108","","142","","250","","429","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","77","","","18","","13","","31","","46","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","48","","","7","","10","","17","","31","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","475","94.8%","","84","","135","","219","","254","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","8","0.8%","","1","","3","","4","","4","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","518","35.4%","55.0%","103","","107","","210","","306","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","152","13.0%","","22","","37","","59","","93","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","401","","","65","","91","","156","","245","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","508","96.8%","55.9%","87","","115","","202","","301","",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","15","","","3","","2","","5","","10","",""
"Treasure Map","","R","2679","1.66","1645","1.63","308","","","63","","62","","125","","183","",""
"Cavern of Souls","","M","2237","2.67","410","3.19","52","","","8","","15","","23","","29","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","397","35.8%","","70","","88","","158","","237","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","82","","","10","","20","","30","","52","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","455","44.1%","","80","","110","","190","","262","",""
"Hidden Cataract","","B","75483","6.50","13323","8.97","350","31.5%","","54","","98","","152","","194","",""
"Hidden Necropolis","","B","73164","6.13","10111","8.65","267","26.2%","","41","","81","","122","","143","",""
"Hidden Volcano","","B","73167","6.00","11580","8.50","379","32.4%","","55","","101","","156","","218","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","659","56.1%","51.3%","109","","155","","264","","395","",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","190","","","35","","42","","77","","113","",""
"Restless Reef","","R","4674","2.73","1439","3.00","15","","","1","","2","","3","","12","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","197","","","39","","36","","75","","121","",""
"Restless Vents","","R","5175","2.99","1324","3.49","1","","","0","","0","","0","","1","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","312","","","62","","76","","138","","173","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","319","33.1%","","47","","78","","125","","194","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","0","","","0","","0","","0","","0","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","41","","","13","","9","","22","","19","",""
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","0","0.0%","","0","","0","","0","","0","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","6","","","1","","0","","1","","5","",""
"Defossilize","B","U","22622","4.28","4208","5.44","46","","","11","","10","","21","","25","",""
"Fungal Fortitude","B","C","87826","7.59","8779","11.21","0","0.0%","","0","","0","","0","","0","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","5","","","2","","0","","2","","3","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","508","70.5%","54.7%","72","","142","","214","","294","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","271","","","39","","73","","112","","160","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","442","17.2%","","59","","101","","160","","282","",""
