"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","15","","","3","","3","","6","","9","",""
"Spelunking","G","U","32683","6.90","3186","10.39","15","1.0%","","3","","5","","8","","7","",""
"Staggering Size","G","C","89148","7.74","9997","10.85","11","0.3%","","3","","2","","5","","6","",""
"Tendril of the Mycotyrant","G","U","23818","4.44","4260","5.61","0","0.0%","","0","","0","","0","","0","",""
"Thrashing Brontodon","G","U","17753","3.12","4259","3.76","0","0.0%","","0","","0","","0","","0","",""
"Twists and Turns","G","U","28604","4.44","4668","5.76","8","0.8%","","3","","1","","4","","4","",""
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","6","0.2%","","0","","1","","1","","5","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","276","36.3%","","44","","73","","117","","159","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","0","0.0%","","0","","0","","0","","0","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","20","3.8%","","3","","6","","9","","11","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","0","","","0","","0","","0","","0","",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","61","3.0%","","8","","13","","21","","40","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","525","46.6%","55.4%","94","","112","","206","","319","",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","774","23.2%","53.0%","123","","151","","274","","500","51.0%",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","5","","","1","","1","","2","","3","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","110","","","14","","28","","42","","68","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","193","11.6%","","28","","50","","78","","115","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","438","20.8%","","63","","107","","170","","268","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","98","17.6%","","13","","19","","32","","66","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","0","","","0","","0","","0","","0","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","0","0.0%","","0","","0","","0","","0","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","794","72.4%","61.0%","131","","182","","313","","480","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","182","","","38","","34","","72","","111","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","151","","","26","","32","","58","","93","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","4","","","0","","0","","0","","4","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","3","0.3%","","1","","2","","3","","0","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","105","","","22","","33","","55","","50","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","1","","","0","","0","","0","","1","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","72","4.0%","","11","","27","","38","","34","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","1303","18.6%","53.6%","229","","252","","481","","822","55.6%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","64","1.9%","","8","","17","","25","","39","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","406","5.2%","","68","","97","","165","","239","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","463","16.0%","","75","","115","","190","","273","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","891","10.5%","53.0%","142","","196","","338","","553","53.7%",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","114","","","15","","22","","37","","77","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","82","","","13","","23","","36","","46","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","1156","93.8%","55.4%","198","","261","","459","","696","53.7%",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","5","0.2%","","1","","1","","2","","3","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","753","24.1%","55.4%","142","","170","","312","","441","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","259","7.3%","","44","","50","","94","","165","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","697","80.6%","57.1%","122","","149","","271","","426","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","1113","89.1%","53.5%","184","","245","","429","","683","53.1%",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","21","","","3","","6","","9","","12","",""
"Treasure Map","","R","2679","1.66","1645","1.63","1035","87.9%","56.0%","170","","240","","410","","624","57.5%",""
"Cavern of Souls","","M","2237","2.67","410","3.19","63","","","6","","16","","22","","41","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","485","21.9%","","91","","120","","211","","274","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","72","11.7%","","13","","13","","26","","46","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","461","22.3%","","71","","112","","183","","275","",""
"Hidden Cataract","","B","75483","6.50","13323","8.97","423","14.4%","","64","","105","","169","","254","",""
"Hidden Necropolis","","B","73164","6.13","10111","8.65","182","8.5%","","22","","46","","68","","112","",""
"Hidden Nursery","","B","72351","6.01","8891","8.61","271","14.2%","","40","","71","","111","","158","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","789","37.2%","51.8%","116","","172","","288","","501","51.5%",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","381","34.5%","","64","","84","","148","","233","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","313","36.1%","","60","","67","","127","","186","",""
"Restless Reef","","R","4674","2.73","1439","3.00","0","","","0","","0","","0","","0","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","193","35.0%","","31","","40","","71","","122","",""
"Restless Vents","","R","5175","2.99","1324","3.49","144","18.0%","","25","","29","","54","","90","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","478","73.7%","","88","","95","","183","","295","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","455","18.3%","","101","","91","","192","","262","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","0","0.0%","","0","","0","","0","","0","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","101","","","12","","18","","30","","69","",""
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","6","0.2%","","3","","3","","6","","0","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","2","","","0","","1","","1","","1","",""
"Defossilize","B","U","22622","4.28","4208","5.44","9","1.1%","","3","","2","","5","","4","",""
"Fungal Fortitude","B","C","87826","7.59","8779","11.21","0","0.0%","","0","","0","","0","","0","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","0","","","0","","0","","0","","0","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","21","","","3","","5","","8","","13","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","601","92.9%","58.6%","108","","132","","240","","362","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","1062","14.6%","55.4%","166","","257","","423","","639","53.8%",""
