"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","56","7.4%","","4","","16","","20","","33","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","118","14.0%","","25","","33","","58","","58","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","0","0.0%","","0","","0","","0","","0","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","0","0.0%","","0","","0","","0","","0","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","6","","","1","","1","","2","","4","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","0","","","0","","0","","0","","0","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","1","","","0","","0","","0","","1","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","2","","","0","","2","","2","","0","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","0","","","0","","0","","0","","0","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","19","","","6","","4","","10","","9","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","39","","","7","","9","","16","","22","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","23","3.5%","","5","","8","","13","","9","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","5","","","0","","0","","0","","5","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","13","2.1%","","3","","2","","5","","8","",""
"Abrade","R","C","40002","2.81","16888","3.25","203","22.6%","","39","","51","","90","","109","",""
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","3","0.4%","","0","","1","","1","","2","",""
"Belligerent Yearling","R","U","16451","3.02","5308","3.49","0","","","0","","0","","0","","0","",""
"Bonehoard Dracosaur","R","M","970","1.15","877","1.13","13","","","0","","5","","5","","8","",""
"Brass's Tunnel-Grinder","R","R","3588","2.16","1554","2.20","35","","","7","","8","","15","","19","",""
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","0","0.0%","","0","","0","","0","","0","",""
"Breeches, Eager Pillager","R","R","2399","1.48","1819","1.44","52","","","9","","20","","29","","22","",""
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","7","0.9%","","0","","2","","2","","5","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","258","24.1%","","41","","77","","118","","127","",""
"Child of the Volcano","R","C","88792","7.48","9910","11.01","6","0.8%","","1","","2","","3","","3","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","2","","","0","","0","","0","","2","",""
"Daring Discovery","R","C","91769","8.51","11186","12.02","0","0.0%","","0","","0","","0","","0","",""
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","16","","","1","","3","","4","","12","",""
"Dinotomaton","R","C","74435","5.46","11905","7.65","6","0.9%","","1","","1","","2","","4","",""
"Dire Flail","R","R","3681","2.22","2095","2.15","16","","","0","","4","","4","","12","",""
"Dowsing Device","R","U","35750","5.76","6099","7.68","0","","","0","","0","","0","","0","",""
"Dreadmaw's Ire","R","U","21998","3.93","6540","4.77","7","","","0","","4","","4","","3","",""
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","0","","","0","","0","","0","","0","",""
"Etali's Favor","R","C","82257","6.48","14326","8.55","6","0.7%","","2","","0","","2","","3","",""
"Geological Appraiser","R","U","15802","2.87","6606","3.23","6","","","1","","1","","2","","4","",""
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","0","0.0%","","0","","0","","0","","0","",""
"Goldfury Strider","R","U","31212","6.09","4936","8.30","2","","","0","","0","","0","","2","",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","0","","","0","","0","","0","","0","",""
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","0","0.0%","","0","","0","","0","","0","",""
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","7","1.0%","","3","","0","","3","","4","",""
"Inti, Seneschal of the Sun","R","R","2529","1.54","1837","1.52","53","","","9","","10","","19","","33","",""
"Magmatic Galleon","R","R","2629","1.61","1895","1.57","21","","","6","","2","","8","","12","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","0","","","0","","0","","0","","0","",""
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","44","6.1%","","6","","14","","20","","23","",""
"Plundering Pirate","R","C","69091","4.85","16068","6.27","12","2.0%","","1","","4","","5","","7","",""
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","15","","","2","","7","","9","","6","",""
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","14","","","3","","0","","3","","10","",""
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","70","8.8%","","15","","15","","30","","37","",""
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","3","","","1","","0","","1","","1","",""
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","12","","","2","","2","","4","","8","",""
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","59","9.0%","","6","","12","","18","","40","",""
"Sunfire Torch","R","C","80059","6.14","17467","7.81","4","0.5%","","0","","0","","0","","4","",""
"Sunshot Militia","R","C","80799","6.32","17149","8.07","10","1.6%","","1","","2","","3","","6","",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","0","0.0%","","0","","0","","0","","0","",""
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","32","","","3","","14","","17","","15","",""
"Trumpeting Carnosaur","R","R","2164","1.30","1751","1.28","60","","","4","","19","","23","","35","",""
"Volatile Wanderglyph","R","C","77861","5.65","16313","7.37","0","0.0%","","0","","0","","0","","0","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","0","0.0%","","0","","0","","0","","0","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","975","99.4%","54.8%","152","","287","","439","","523","49.7%",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","198","5.4%","","36","","45","","81","","115","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","210","","","29","","62","","91","","116","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","1221","60.3%","52.6%","212","","261","","473","","744","53.0%",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","224","","","31","","54","","85","","137","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","246","","","47","","62","","109","","136","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","748","100.0%","54.8%","119","","203","","322","","421","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","888","19.4%","52.6%","116","","241","","357","","525","53.0%",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","799","97.3%","52.7%","141","","204","","345","","444","",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","678","50.2%","52.4%","130","","145","","275","","399","",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","478","","","87","","123","","210","","260","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","978","98.0%","58.0%","188","","251","","439","","529","53.7%",""
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","501","95.8%","50.9%","86","","139","","225","","270","",""
"Spelunking","G","U","32683","6.90","3186","10.39","460","29.9%","","72","","115","","187","","261","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","164","","","24","","46","","70","","92","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","124","14.4%","","19","","33","","52","","71","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","3","","","0","","1","","1","","2","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","34","","","5","","9","","14","","20","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","12","","","2","","2","","4","","8","",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","5","","","0","","1","","1","","4","",""
"The Belligerent","UR","R","4298","2.62","1943","2.62","178","","","27","","41","","68","","106","",""
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","7","","","1","","0","","1","","6","",""
"Captain Storm, Cosmium Raider","UR","U","22412","4.44","7276","4.83","112","14.5%","","19","","23","","42","","67","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","16","","","3","","1","","4","","12","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","225","32.3%","","36","","51","","87","","136","",""
"Kellan, Daring Traveler","WG","R","3225","1.98","1832","1.89","119","","","15","","34","","49","","69","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","621","45.9%","50.4%","107","","166","","273","","339","",""
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","250","22.9%","","42","","66","","108","","135","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","4","","","2","","1","","3","","1","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","42","","","5","","13","","18","","23","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","330","","","61","","89","","150","","176","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","41","","","4","","10","","14","","27","",""
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","71","","","9","","14","","23","","48","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","147","","","28","","35","","63","","84","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","26","","","2","","6","","8","","18","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","169","18.8%","","27","","57","","84","","84","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","9","","","3","","2","","5","","4","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","41","","","6","","12","","18","","23","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","0","","","0","","0","","0","","0","",""
"Buried Treasure","","C","90073","7.28","9744","10.66","597","25.6%","47.1%","120","","119","","239","","353","",""
"Careening Mine Cart","","U","23402","3.97","6787","4.95","1055","72.9%","52.7%","189","","228","","417","","629","52.1%",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","14","1.5%","","2","","3","","5","","9","",""
"Digsite Conservator","","U","27149","4.49","5802","6.10","959","69.8%","53.5%","169","","205","","374","","573","54.5%",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","122","5.8%","","18","","29","","47","","73","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","304","28.6%","","46","","74","","120","","180","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","271","14.8%","","42","","67","","109","","158","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","144","","","25","","38","","63","","81","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","38","","","13","","9","","22","","16","",""
"Roaming Throne","","R","2261","1.31","1687","1.30","539","98.4%","54.9%","96","","131","","227","","304","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","5","0.5%","","1","","2","","3","","2","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","468","38.2%","","87","","115","","202","","261","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","170","18.7%","","18","","29","","47","","118","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","186","","","28","","59","","87","","97","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","437","","","60","","119","","179","","244","",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","52","","","6","","9","","15","","37","",""
"Treasure Map","","R","2679","1.66","1645","1.63","424","","","81","","104","","185","","238","",""
"Cavern of Souls","","M","2237","2.67","410","3.19","47","","","5","","11","","16","","31","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","456","42.5%","","74","","146","","220","","225","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","147","","","29","","41","","70","","74","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","542","48.1%","50.7%","93","","191","","284","","247","",""
"Hidden Courtyard","","B","75203","6.38","11993","8.93","471","39.0%","","92","","127","","219","","245","",""
"Hidden Necropolis","","B","73164","6.13","10111","8.65","424","34.1%","","73","","108","","181","","234","",""
"Hidden Volcano","","B","73167","6.00","11580","8.50","366","37.0%","","43","","110","","153","","203","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","618","58.6%","52.1%","128","","165","","293","","320","",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","225","","","36","","76","","112","","110","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","190","","","38","","45","","83","","104","",""
"Restless Reef","","R","4674","2.73","1439","3.00","173","","","30","","48","","78","","92","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","145","","","19","","42","","61","","84","",""
"Restless Vents","","R","5175","2.99","1324","3.49","9","","","3","","1","","4","","5","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","388","","","71","","104","","175","","209","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","275","31.3%","","51","","74","","125","","148","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","924","74.4%","53.5%","184","","239","","423","","498","",""
"Subterranean Schooner","U","R","2941","1.85","1989","1.80","1068","100.0%","52.8%","208","","276","","484","","580","50.0%",""
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","4","0.4%","","1","","2","","3","","1","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","0","","","0","","0","","0","","0","",""
"Defossilize","B","U","22622","4.28","4208","5.44","124","","","20","","31","","51","","69","",""
"Fungal Fortitude","B","C","87826","7.59","8779","11.21","3","0.4%","","1","","0","","1","","2","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","0","","","0","","0","","0","","0","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","495","74.5%","","84","","124","","208","","279","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","192","","","36","","56","","92","","98","",""
"Runaway Boulder","","C","90700","7.39","10034","10.85","797","31.7%","49.6%","155","","175","","330","","455","",""
