"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Restless Anchorage","","R","4637","2.58","1865","2.72","215","40.1%","","45","","45","","90","","124","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","7","","","1","","1","","2","","5","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","13","","","2","","8","","10","","3","",""
"Restless Vents","","R","5175","2.99","1324","3.49","171","28.9%","","27","","51","","78","","92","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","665","90.6%","51.3%","116","","190","","306","","353","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","467","27.5%","","70","","118","","188","","274","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","75","10.4%","","15","","21","","36","","39","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","694","97.2%","55.9%","115","","182","","297","","388","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","52","","","11","","12","","23","","27","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","364","","","76","","101","","177","","173","",""
