"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Join the Dead","B","C","44708","3.17","11930","3.82","10","0.6%","","2","","1","","3","","7","",""
"Malicious Eclipse","B","U","30295","6.21","3117","9.28","0","0.0%","","0","","0","","0","","0","",""
"Mephitic Draught","B","C","84205","6.83","11002","9.51","11","0.4%","","3","","2","","5","","6","",""
"Preacher of the Schism","B","R","2553","1.50","1650","1.45","169","30.7%","","29","","47","","76","","92","",""
"Primordial Gnawer","B","C","88475","7.55","9451","11.01","4","0.1%","","1","","1","","2","","2","",""
"Queen's Bay Paladin","B","R","4253","2.67","1264","2.71","0","","","0","","0","","0","","0","",""
"Rampaging Spiketail","B","C","77886","5.81","9757","8.29","47","2.6%","","6","","13","","19","","28","",""
"Ray of Ruin","B","C","76503","5.81","9134","8.37","39","1.9%","","6","","8","","14","","25","",""
"Screaming Phantom","B","C","82012","6.52","9617","9.30","0","0.0%","","0","","0","","0","","0","",""
"Skullcap Snail","B","C","72667","5.29","12431","7.06","5","0.2%","","0","","2","","2","","3","",""
"Soulcoil Viper","B","U","23046","4.31","3952","5.55","0","0.0%","","0","","0","","0","","0","",""
"Stalactite Stalker","B","R","3139","1.91","1438","1.89","0","","","0","","0","","0","","0","",""
"Starving Revenant","B","R","2970","1.78","1519","1.76","0","","","0","","0","","0","","0","",""
"Stinging Cave Crawler","B","U","19694","3.48","4096","4.36","8","1.3%","","1","","3","","4","","4","",""
"Synapse Necromage","B","U","24369","4.44","4499","5.76","0","0.0%","","0","","0","","0","","0","",""
"Tarrian's Journal","B","R","3289","2.03","1460","2.02","97","","","12","","19","","31","","65","",""
"Terror Tide","B","R","3387","2.02","1399","1.96","3","","","1","","1","","2","","1","",""
"Tithing Blade","B","C","65254","4.91","10146","6.71","37","1.7%","","6","","7","","13","","24","",""
"Visage of Dread","B","U","27821","4.14","5722","5.30","10","0.7%","","2","","0","","2","","8","",""
"Vito's Inquisitor","B","C","86088","7.30","9139","10.63","6","0.2%","","1","","0","","1","","5","",""
"Calamitous Cave-In","R","U","34046","7.18","4923","9.66","548","13.0%","52.2%","87","","151","","238","","298","",""
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","1265","27.7%","53.0%","208","","286","","494","","764","55.2%",""
"Hit the Mother Lode","R","R","8879","5.13","1073","7.97","117","10.4%","","20","","31","","51","","65","",""
"Ojer Axonil, Deepest Might","R","M","1321","1.50","829","1.47","1133","93.0%","58.1%","179","","270","","449","","684","55.4%",""
"Tectonic Hazard","R","C","93337","9.19","9849","13.21","261","2.3%","","32","","81","","113","","147","",""
"Zoyowa's Justice","R","U","34835","7.82","3941","11.47","342","7.7%","","52","","86","","138","","201","",""
"Armored Kincaller","G","C","72779","5.40","10103","7.44","0","0.0%","","0","","0","","0","","0","",""
"Basking Capybara","G","C","87304","7.22","8855","10.51","0","0.0%","","0","","0","","0","","0","",""
"Bedrock Tortoise","G","R","2893","1.76","1429","1.69","61","12.0%","","8","","14","","22","","39","",""
"Cavern Stomper","G","C","75596","5.76","8982","8.21","5","0.3%","","3","","1","","4","","1","",""
"Cenote Scout","G","U","21613","3.87","4594","4.82","3","0.3%","","1","","1","","2","","1","",""
"Coati Scavenger","G","U","24162","4.45","3945","5.81","5","0.7%","","0","","1","","1","","4","",""
"Colossadactyl","G","U","17227","3.08","3826","3.77","0","","","0","","0","","0","","0","",""
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","0","0.0%","","0","","0","","0","","0","",""
"Earthshaker Dreadmaw","G","U","17299","3.23","3700","3.84","0","0.0%","","0","","0","","0","","0","",""
"Explorer's Cache","G","U","27983","5.34","4179","7.16","7","0.6%","","1","","2","","3","","4","",""
"Ghalta, Stampede Tyrant","G","M","1631","1.94","450","2.08","0","","","0","","0","","0","","0","",""
"Glimpse the Core","G","U","28749","5.59","3305","7.98","0","0.0%","","0","","0","","0","","0","",""
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","12","1.2%","","2","","3","","5","","7","",""
"Growing Rites of Itlimoc","G","R","5398","3.26","740","4.20","0","","","0","","0","","0","","0","",""
"Huatli, Poet of Unity","G","M","1098","1.38","812","1.33","201","","","36","","42","","78","","123","",""
"Huatli's Final Strike","G","C","63359","4.49","10509","5.86","35","2.6%","","6","","4","","10","","25","",""
"Hulking Raptor","G","R","2568","1.54","1280","1.51","9","","","1","","3","","4","","5","",""
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","0","0.0%","","0","","0","","0","","0","",""
"Intrepid Paleontologist","G","R","2859","1.75","1378","1.71","6","","","0","","1","","1","","5","",""
"Ixalli's Lorekeeper","G","U","25099","4.99","3576","6.68","8","0.8%","","3","","0","","3","","5","",""
"Jade Seedstones","G","U","32117","4.95","4512","6.85","10","0.7%","","1","","3","","4","","6","",""
"Jadelight Spelunker","G","R","2838","1.75","1461","1.69","89","","","13","","27","","40","","49","",""
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","29","0.9%","","6","","4","","10","","19","",""
"Malamet Battle Glyph","G","U","21063","3.75","4179","4.71","0","0.0%","","0","","0","","0","","0","",""
"Malamet Brawler","G","C","87954","7.44","9349","10.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Scythe","G","C","90162","8.02","9065","11.67","0","0.0%","","0","","0","","0","","0","",""
"Malamet Veteran","G","C","85109","6.95","8150","10.39","0","0.0%","","0","","0","","0","","0","",""
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","0","0.0%","","0","","0","","0","","0","",""
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","38","2.7%","","4","","12","","16","","22","",""
"Ojer Kaslem, Deepest Growth","G","M","1028","1.27","726","1.20","41","","","5","","10","","15","","25","",""
"Over the Edge","G","C","85179","7.03","8054","10.42","0","0.0%","","0","","0","","0","","0","",""
"Pathfinding Axejaw","G","C","62688","4.41","10177","5.87","10","0.7%","","2","","4","","6","","4","",""
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","3","0.2%","","0","","0","","0","","3","",""
"Pugnacious Hammerskull","G","R","2708","1.64","1464","1.60","33","","","5","","8","","13","","20","",""
"River Herald Guide","G","C","74485","5.57","10575","7.60","7","0.4%","","0","","5","","5","","2","",""
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","3","0.1%","","0","","0","","0","","3","",""
"Sentinel of the Nameless City","G","R","2598","1.57","1611","1.50","152","29.2%","","24","","41","","65","","87","",""
"The Skullspore Nexus","G","M","1240","1.55","684","1.47","14","","","3","","1","","4","","9","",""
"Spelunking","G","U","32683","6.90","3186","10.39","11","0.8%","","3","","3","","6","","5","",""
"Staggering Size","G","C","89148","7.74","9997","10.85","19","0.6%","","5","","2","","7","","12","",""
"Tendril of the Mycotyrant","G","U","23818","4.44","4260","5.61","0","0.0%","","0","","0","","0","","0","",""
"Thrashing Brontodon","G","U","17753","3.12","4259","3.76","0","0.0%","","0","","0","","0","","0","",""
"Twists and Turns","G","U","28604","4.44","4668","5.76","19","1.7%","","4","","6","","10","","9","",""
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","4","0.2%","","1","","2","","3","","1","",""
"Abuelo, Ancestral Echo","WU","R","4095","2.54","1882","2.46","376","32.3%","","65","","85","","150","","224","",""
"Akawalli, the Seething Tower","BG","U","22452","4.40","3566","5.65","0","0.0%","","0","","0","","0","","0","",""
"Amalia Benavides Aguirre","WB","R","5353","3.28","1171","3.83","0","0.0%","","0","","0","","0","","0","",""
"The Ancient One","UB","M","1948","2.54","521","2.57","28","","","4","","9","","13","","11","",""
"Anim Pakal, Thousandth Moon","WR","R","2972","1.84","1908","1.76","1009","77.3%","58.9%","179","","250","","429","","574","59.2%",""
"Bartolomé del Presidio","WB","U","25858","5.12","4294","6.63","10","0.9%","","0","","6","","6","","4","",""
"Deepfathom Echo","UG","R","4038","2.64","1591","2.51","384","39.0%","","54","","95","","149","","232","",""
"Gishath, Sun's Avatar","WRG","M","1739","2.11","474","2.14","0","","","0","","0","","0","","0","",""
"Itzquinth, Firstborn of Gishath","RG","U","18366","3.56","4496","4.05","90","6.1%","","16","","18","","34","","55","",""
"Kellan, Daring Traveler","WG","R","3225","1.98","1832","1.89","13","2.5%","","0","","5","","5","","8","",""
"Kutzil, Malamet Exemplar","WG","U","23546","4.63","3996","5.94","7","0.8%","","1","","2","","3","","4","",""
"Molten Collapse","BR","R","4535","2.85","1319","3.02","144","21.1%","","18","","37","","55","","89","",""
"The Mycotyrant","BG","M","1620","2.00","601","1.93","10","","","1","","2","","3","","7","",""
"Nicanzil, Current Conductor","UG","U","24829","5.07","3821","6.61","37","2.0%","","5","","4","","9","","28","",""
"Palani's Hatcher","RG","R","2778","1.73","1684","1.66","849","70.6%","59.8%","149","","192","","341","","498","",""
"Quintorius Kand","WR","M","1022","1.22","882","1.21","555","88.7%","59.3%","106","","119","","225","","326","",""
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","0","","","0","","0","","0","","0","",""
"Squirming Emergence","BG","R","6354","3.85","1016","4.89","0","","","0","","0","","0","","0","",""
"Uchbenbak, the Great Mistake","UB","U","26336","5.12","4065","6.98","172","8.7%","","27","","38","","65","","107","",""
"Vito, Fanatic of Aclazotz","WB","M","1408","1.72","752","1.61","0","","","0","","0","","0","","0","",""
"Wail of the Forgotten","UB","R","6724","3.97","1360","5.11","10","1.2%","","1","","2","","3","","6","",""
"Zoyowa Lava-Tongue","BR","U","24481","4.91","3988","6.52","62","3.1%","","11","","20","","31","","31","",""
"Contested Game Ball","","U","37578","8.72","4062","12.53","73","2.1%","","8","","20","","28","","45","",""
"Disruptor Wanderglyph","","C","93835","8.55","9429","12.40","559","7.1%","51.9%","83","","129","","212","","340","",""
"Hoverstone Pilgrim","","U","34124","6.69","4541","9.53","739","21.4%","54.8%","127","","172","","299","","429","",""
"Hunter's Blowgun","","C","91764","8.18","8696","12.11","707","8.8%","58.3%","99","","172","","271","","428","",""
"Matzalantli, the Great Door","","R","4940","3.01","885","3.52","123","","","14","","32","","46","","75","",""
"The Millennium Calendar","","M","2792","3.46","490","3.91","95","","","17","","25","","42","","52","",""
"Sorcerous Spyglass","","U","37306","8.72","4034","12.58","16","0.4%","","4","","4","","8","","8","",""
"Sunbird Standard","","U","38576","6.06","4680","8.86","670","18.3%","55.8%","109","","144","","253","","408","",""
"Swashbuckler's Whip","","U","35303","7.47","3948","10.99","340","9.2%","","57","","87","","144","","189","",""
"Tarrian's Soulcleaver","","R","3132","1.88","1103","1.82","791","80.5%","56.8%","137","","184","","321","","459","",""
"Threefold Thunderhulk","","R","2223","1.32","1832","1.30","1271","86.7%","58.2%","181","","294","","475","","775","57.4%",""
"Throne of the Grim Captain","","R","6036","3.66","1222","4.47","49","5.5%","","10","","14","","24","","25","",""
"Treasure Map","","R","2679","1.66","1645","1.63","1201","89.5%","54.5%","223","","257","","480","","706","57.2%",""
"Cavern of Souls","","M","2237","2.67","410","3.19","111","","","18","","32","","50","","60","",""
"Cavernous Maw","","U","33191","6.56","3642","9.62","460","20.2%","","63","","135","","198","","254","",""
"Echoing Deeps","","R","8807","4.82","1035","7.11","64","7.3%","","9","","18","","27","","37","",""
"Forgotten Monument","","U","33725","6.64","3843","9.59","425","17.1%","","77","","120","","197","","222","",""
"Hidden Courtyard","","B","75203","6.38","11993","8.93","481","16.2%","","83","","124","","207","","273","",""
"Hidden Necropolis","","B","73164","6.13","10111","8.65","251","11.0%","","41","","67","","108","","139","",""
"Hidden Nursery","","B","72351","6.01","8891","8.61","163","9.3%","","31","","34","","65","","96","",""
"Pit of Offerings","","U","30692","5.58","3585","8.34","835","36.9%","52.5%","125","","216","","341","","491","",""
"Restless Anchorage","","R","4637","2.58","1865","2.72","569","44.3%","54.3%","111","","129","","240","","325","",""
"Restless Prairie","","R","5044","2.89","1340","3.26","22","","","4","","8","","12","","10","",""
"Restless Reef","","R","4674","2.73","1439","3.00","267","28.5%","","43","","79","","122","","145","",""
"Restless Ridgeline","","R","4242","2.57","1291","2.79","178","22.2%","","33","","48","","81","","94","",""
"Restless Vents","","R","5175","2.99","1324","3.49","167","17.3%","","32","","35","","67","","98","",""
"Sunken Citadel","","R","5454","3.01","1233","3.60","734","77.8%","58.9%","136","","169","","305","","428","",""
"Volatile Fault","","U","35396","7.23","3644","10.92","338","13.5%","","48","","89","","137","","199","",""
"Deeproot Pilgrimage","U","R","6789","4.36","1233","5.36","162","12.9%","","32","","30","","62","","98","",""
"Acolyte of Aclazotz","B","C","86952","7.36","10000","10.42","7","0.2%","","2","","0","","2","","5","",""
"Bloodletter of Aclazotz","B","M","1303","1.54","677","1.48","0","","","0","","0","","0","","0","",""
"Defossilize","B","U","22622","4.28","4208","5.44","33","4.0%","","3","","12","","15","","16","",""
"Fungal Fortitude","B","C","87826","7.59","8779","11.21","0","0.0%","","0","","0","","0","","0","",""
"Souls of the Lost","B","R","3713","2.26","1170","2.33","4","","","0","","0","","0","","4","",""
"Cosmium Confluence","G","R","5947","3.58","1123","4.18","38","","","5","","10","","15","","23","",""
"Chimil, the Inner Sun","","M","955","1.14","854","1.14","637","89.6%","56.7%","121","","150","","271","","350","",""
